Well_ID,X,Y,Z,TOC
WELL_5,734895.238520712,7231299.264678629,-5500.0,15.0
WELL_6,734894.9816415806,7231314.744196564,-6800.0,12.722447692966574
WELL_6,734894.9816415806,7231314.744196564,-6655.555555555556,7.209379037563946
WELL_6,734894.9816415806,7231314.744196564,-6511.111111111111,5.499665615680468
WELL_6,734894.9816415806,7231314.744196564,-6366.666666666667,13.821280951215007
WELL_6,734894.9816415806,7231314.744196564,-6222.222222222223,12.957462327365059
WELL_6,734894.9816415806,7231314.744196564,-6077.777777777777,13.401182791520986
WELL_6,734894.9816415806,7231314.744196564,-5933.333333333333,14.046036800192791
WELL_6,734894.9816415806,7231314.744196564,-5788.888888888889,7.29600207289646
WELL_6,734894.9816415806,7231314.744196564,-5644.444444444444,10.362435063220506
WELL_6,734894.9816415806,7231314.744196564,-5500.0,8.158690595251297
WELL_7,733852.2304695913,7232498.953981004,-6800.0,13.631034258755935
WELL_7,733852.2304695913,7232498.953981004,-6655.555555555556,11.455203490497802
WELL_7,733852.2304695913,7232498.953981004,-6511.111111111111,8.753424692970937
WELL_7,733852.2304695913,7232498.953981004,-6366.666666666667,6.302250169526903
WELL_7,733852.2304695913,7232498.953981004,-6222.222222222223,8.99871210604551
WELL_7,733852.2304695913,7232498.953981004,-6077.777777777777,9.362944331378584
WELL_7,733852.2304695913,7232498.953981004,-5933.333333333333,13.629395116713974
WELL_7,733852.2304695913,7232498.953981004,-5788.888888888889,12.931130269107687
WELL_7,733852.2304695913,7232498.953981004,-5644.444444444444,15.0
WELL_7,733852.2304695913,7232498.953981004,-5500.0,11.722149251619493
WELL_8,742458.4159525031,7234659.993029996,-6800.0,6.1959424593830175
WELL_8,742458.4159525031,7234659.993029996,-6655.555555555556,12.354670094452171
WELL_8,742458.4159525031,7234659.993029996,-6511.111111111111,13.052294930613419
WELL_8,742458.4159525031,7234659.993029996,-6366.666666666667,11.279438642361628
WELL_8,742458.4159525031,7234659.993029996,-6222.222222222223,13.598560688434498
WELL_8,742458.4159525031,7234659.993029996,-6077.777777777777,11.04906707475502
WELL_8,742458.4159525031,7234659.993029996,-5933.333333333333,11.560661627153275
WELL_8,742458.4159525031,7234659.993029996,-5788.888888888889,10.830965739141051
WELL_8,742458.4159525031,7234659.993029996,-5644.444444444444,7.031969045218729
WELL_8,742458.4159525031,7234659.993029996,-5500.0,8.078914269933044
WELL_9,739635.5148750652,7233750.441182693,-6800.0,5.314291856867342
WELL_9,739635.5148750652,7233750.441182693,-6655.555555555556,11.586326334860026
WELL_9,739635.5148750652,7233750.441182693,-6511.111111111111,8.588004255207712
WELL_9,739635.5148750652,7233750.441182693,-6366.666666666667,10.752373578313694
WELL_9,739635.5148750652,7233750.441182693,-6222.222222222223,14.964553628149817
WELL_9,739635.5148750652,7233750.441182693,-6077.777777777777,8.604033402599862
WELL_9,739635.5148750652,7233750.441182693,-5933.333333333333,10.43716256368963
WELL_9,739635.5148750652,7233750.441182693,-5788.888888888889,14.111066940986042
WELL_9,739635.5148750652,7233750.441182693,-5644.444444444444,9.065759432694003
WELL_9,739635.5148750652,7233750.441182693,-5500.0,7.76979909828793
WELL_10,740774.612953528,7232371.42557394,-6800.0,7.8975145291376805
WELL_10,740774.612953528,7232371.42557394,-6655.555555555556,6.8344350947622665
WELL_10,740774.612953528,7232371.42557394,-6511.111111111111,14.741420967870175
WELL_10,740774.612953528,7232371.42557394,-6366.666666666667,13.747870462310836
WELL_10,740774.612953528,7232371.42557394,-6222.222222222223,12.222926453993123
WELL_10,740774.612953528,7232371.42557394,-6077.777777777777,14.82571701298829
WELL_10,740774.612953528,7232371.42557394,-5933.333333333333,14.37005410232448
WELL_10,740774.612953528,7232371.42557394,-5788.888888888889,8.421256144415914
WELL_10,740774.612953528,7232371.42557394,-5644.444444444444,15.0
WELL_10,740774.612953528,7232371.42557394,-5500.0,12.393422419156508
